#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_lp28-4	NC_012499.1	CP001569	28.812	24.3996	25	-	-	-	35	10
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_lp54	NC_012504.1	CP001571	53.655	28.167	64	-	-	-	66	2
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_lp17	NC_012506.1	CP001564	17.287	22.8958	15	-	-	-	22	7
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_cp32-5	NC_012509.1	CP001572	30.186	29.3414	41	-	-	-	41	-
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_cp26	NC_012512.1	CP001568	26.523	26.2565	26	-	-	-	26	-
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_cp32-9	NC_012515.1	CP001570	30.597	29.2676	35	-	-	-	42	7
Borreliella burgdorferi Bol26	Bacteria	Spirochaetes	Spirochaetia	Bol26_cp32-12	NC_012518.1	CP001565	31.433	29.469	42	-	-	-	44	2
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp32-5	NC_012149.1	CP001475	29.912	29.1121	42	-	-	-	42	-
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp32-10	NC_012152.1	CP001477	30.29	29.4289	39	-	-	-	42	3
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp32-3	NC_012154.1	CP001483	29.762	29.373	40	-	-	-	41	1
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp32-13	NC_012156.1	CP001478	30.088	29.2442	40	-	-	-	41	1
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp26	NC_012157.1	CP001484	26.511	26.3249	26	-	-	-	26	-
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_cp32-1	NC_012158.1	CP001479	30.408	28.9069	40	-	-	-	41	1
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp38	NC_012170.1	CP001476	27.775	25.4149	18	-	-	-	27	9
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp54	NC_012194.1	CP001473	54.021	28.1557	64	-	-	-	66	2
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp36-28-4	NC_012202.1	CP001480	54.623	24.8412	48	-	-	-	67	19
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp56	NC_012203.1	CP001474	29.418	31.5419	31	-	-	-	33	2
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp17	NC_012227.1	CP001481	18.181	23.8161	17	-	-	-	22	5
Borreliella burgdorferi CA-11.2A	Bacteria	Spirochaetes	Spirochaetia	CA-11.2A_lp28-3	NC_012228.1	CP001482	25.799	24.9545	20	-	-	-	25	5
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1_lp54	NC_013129.1	CP001652	52.916	28.1975	64	-	-	-	64	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-11	NC_017393.1	CP002309	29.902	29.0114	40	-	-	-	41	1
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-1+5	NC_017394.1	CP002310	60.739	29.1592	70	-	-	-	83	13
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp26	NC_017395.1	CP002316	26.525	26.1828	26	-	-	-	26	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-12	NC_017396.1	CP002321	30.019	29.2781	41	-	-	-	41	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-9	NC_017397.1	CP002322	30.697	29.2244	42	-	-	-	42	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-1	NC_017404.1	CP002306	24.354	32.6723	20	-	-	-	26	6
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-3	NC_017405.1	CP002314	28.797	24.9783	22	-	-	-	26	4
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-5	NC_017406.1	CP002317	24.614	23.8929	14	-	-	-	19	5
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-4	NC_017407.1	CP002318	30.096	24.6744	24	-	-	-	33	9
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-6	NC_017408.1	CP002324	26.981	32.4413	31	-	-	-	32	1
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp25	NC_017409.1	CP002308	22.827	25.3691	14	-	-	-	20	6
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp17	NC_017410.1	CP002313	17.522	23.9413	13	-	-	-	18	5
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp36	NC_017411.1	CP002315	22.808	25.5875	21	-	-	-	30	9
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp28-7	NC_017412.1	CP002319	29.993	31.6174	34	-	-	-	34	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 lp38	NC_017413.1	CP002325	27.59	22.8887	20	-	-	-	24	4
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-6	NC_017425.1	CP002307	30.804	29.0027	42	-	-	-	42	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-8	NC_017426.1	CP002311	31.085	29.0944	42	-	-	-	42	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-3	NC_017427.1	CP002320	29.707	28.9225	41	-	-	-	41	-
Borreliella burgdorferi JD1	Bacteria	Spirochaetes	Spirochaetia	JD1 cp32-10	NC_017428.1	CP002323	30.314	29.3264	40	-	-	-	42	2
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp54	NC_013130.1	CP001651	53.786	28.1374	65	-	-	-	65	-
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-5	NC_017398.1	CP002227	29.615	29.1541	34	-	-	-	42	8
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp9	NC_017399.1	CP002231	8.722	24.272	9	-	-	-	9	-
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-4	NC_017400.1	CP002235	15.915	27.0185	18	-	-	-	19	1
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp26	NC_017401.1	CP002239	26.498	26.3152	26	-	-	-	26	-
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-9	NC_017402.1	CP002242	30.658	28.9908	37	-	-	-	43	6
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp36	NC_017414.1	CP002230	29.194	31.551	21	-	-	-	34	13
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp28-5	NC_017415.1	CP002233	26.642	25.3359	20	-	-	-	22	2
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp28-4	NC_017416.1	CP002236	29.424	24.6228	24	-	-	-	30	6
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp17	NC_017417.1	CP002241	20.672	24.2841	17	-	-	-	22	5
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp28-2	NC_017419.1	CP002232	29.521	31.7401	30	-	-	-	35	5
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp25	NC_017420.1	CP002234	23.394	23.2624	11	-	-	-	18	7
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_lp38	NC_017421.1	CP002237	37.903	26.0006	27	-	-	-	36	9
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-7	NC_017422.1	CP002229	17.483	27.1635	24	-	-	-	27	3
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-12	NC_017423.1	CP002238	27.767	28.0729	39	-	-	-	39	-
Borreliella burgdorferi N40	Bacteria	Spirochaetes	Spirochaetia	N40_cp32-10	NC_017424.1	CP002240	30.154	29.2432	40	-	-	-	41	1
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-1	NC_012148.1	CP001445	30.026	29.1481	41	-	-	-	41	-
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-11	NC_012150.1	CP001451	30.772	28.9809	41	-	-	-	42	1
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp26	NC_012151.1	CP001446	26.506	26.2318	26	-	-	-	26	-
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-5	NC_012153.1	CP001453	18.338	27.6366	23	-	-	-	27	4
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp9-3	NC_012155.1	CP001460	8.706	24.0754	9	-	-	-	9	-
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-10	NC_012159.1	CP001449	29.756	29.0866	41	-	-	-	41	-
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-6	NC_012160.1	CP001450	30.017	29.3967	39	-	-	-	41	2
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-7	NC_012161.1	CP001457	30.052	29.1428	39	-	-	-	42	3
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_cp32-4	NC_012162.1	CP001444	13.54	26.7504	19	-	-	-	20	1
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp38	NC_012167.1	CP001458	38.893	26.0484	27	-	-	-	40	13
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp28-3	NC_012171.1	CP001452	27.543	25.1207	21	-	-	-	26	5
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp54	NC_012175.1	CP001447	53.783	28.1241	64	-	-	-	66	2
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp25	NC_012178.1	CP001459	24.661	23.2391	14	-	-	-	20	6
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp28-4	NC_012187.1	CP001454	28.237	24.4644	19	-	-	-	29	10
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp17	NC_012188.1	CP001461	15.386	23.3914	12	-	-	-	17	5
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp36	NC_012189.1	CP001448	30.134	25.5426	24	-	-	-	37	13
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp5	NC_012192.1	CP001462	5.252	23.591	6	-	-	-	6	-
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp28-6	NC_012195.1	CP001455	29.782	32.0428	31	-	-	-	33	2
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp28-1	NC_012197.1	CP001456	26.634	32.5749	10	-	-	-	22	12
Borreliella burgdorferi WI91-23	Bacteria	Spirochaetes	Spirochaetia	WI91-23_lp56	NC_012198.1	CP001443	27.581	31.8951	31	-	-	-	33	2
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp32-3+10	NC_011720.1	CP001202	48.168	27.9729	63	-	-	-	66	3
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp32-9	NC_011722.1	CP001211	30.467	29.3268	37	-	-	-	43	6
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp26	NC_011724.1	CP001212	26.514	26.3295	26	-	-	-	26	-
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp32-1	NC_011731.1	CP001206	30.33	29.1428	38	-	-	-	41	3
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp32-12	NC_011735.1	CP001200	29.806	29.3297	41	-	-	-	41	-
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_cp32-4	NC_011736.1	CP001208	30.964	28.9756	42	-	-	-	43	1
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp36	NC_011778.1	CP001201	36.852	26.8913	30	-	-	-	41	11
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp28-2	NC_011779.1	CP001209	29.758	31.615	32	-	-	-	34	2
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp28-1	NC_011780.1	CP001210	23.422	31.5473	14	-	-	-	27	13
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp28-3	NC_011781.1	CP001203	28.414	25.0757	24	-	-	-	26	2
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp17	NC_011782.1	CP001204	17.266	22.9179	15	-	-	-	22	7
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp25	NC_011783.1	CP001198	24.326	23.3413	14	-	-	-	20	6
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp54	NC_011784.1	CP001199	53.615	28.1488	65	-	-	-	65	-
Borreliella burgdorferi ZS7	Bacteria	Spirochaetes	Spirochaetia	ZS7_lp28-4	NC_011785.1	CP001207	28.885	24.4002	24	-	-	-	31	7
Borreliella chilensis	Bacteria	Spirochaetes	Spirochaetia	cp26	-	CP009911	27.126	26.0304	27	-	-	-	27	-
Borreliella chilensis	Bacteria	Spirochaetes	Spirochaetia	lp54	-	CP009912	54.418	27.3678	66	-	-	-	67	1
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_lp28-4	NC_012230.1	CP001523	36.518	24.8234	19	-	-	-	29	10
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_lp54	NC_012234.1	CP001524	83.377	28.3292	89	-	-	-	106	17
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_lp28-2	NC_012239.1	CP001518	21.708	24.8434	12	-	-	-	21	9
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_lp17	NC_012242.1	CP001519	20.219	23.5422	12	-	-	-	18	6
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_lp32-12	NC_012247.1	CP001516	52.543	27.2367	46	-	-	-	64	18
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_cp32-3	NC_012252.1	CP001517	30.053	28.7193	40	-	-	-	41	1
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_cp32-4	NC_012260.1	CP001520	29.457	27.1447	13	-	-	-	40	27
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_cp32-7	NC_012265.1	CP001521	29.578	28.9201	41	-	-	-	42	1
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	SV1_cp26	NC_012267.1	CP001522	26.496	26.438	26	-	-	-	26	-
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	p_lp54_linear	NZ_CP018745.1	CP018745	57.532	26.5557	63	-	-	-	70	7
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed1	NZ_CP018746.1	CP018746	37.053	25.4042	19	-	-	-	32	13
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed2	NZ_CP018747.1	CP018747	27.673	29.0138	38	-	-	-	39	1
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed3	NZ_CP018748.1	CP018748	27.114	29.0551	35	-	-	-	39	4
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NZ_CP018749.1	CP018749	27.075	32	28	-	-	-	31	3
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP018750.1	CP018750	27.038	25.9228	25	-	-	-	26	1
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed4	NZ_CP018751.1	CP018751	20.915	24.5422	19	-	-	-	21	2
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed5	NZ_CP018752.1	CP018752	20.75	27.2675	9	-	-	-	29	20
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	unnamed6	NZ_CP018753.1	CP018753	2.123	25.6241	1	-	-	-	4	3
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	cp32	NZ_CP018754.1	CP018754	2.114	26.5374	1	-	-	-	3	2
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	cp32	NZ_CP018755.1	CP018755	1.085	30.4147	-	-	-	-	1	1
Borreliella garinii BgVir	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_017725.1	CP003201	27.111	25.9341	21	-	-	-	26	5
Borreliella garinii BgVir	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_017804.1	CP003202	61.166	26.7518	58	-	-	-	75	17
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_cp26	NC_011844.1	CP001319	26.994	25.8057	26	-	-	-	26	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp36	NC_011867.1	CP001314	35.446	23.8052	19	-	-	-	32	13
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp32-10	NC_011869.1	CP001320	41.906	27.3684	25	-	-	-	59	34
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp17	NC_011871.1	CP001315	22.433	24.1385	18	-	-	-	23	5
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp28-1	NC_011873.1	CP001316	27.689	33.5657	21	-	-	-	29	8
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp25	NC_011875.1	CP001317	25.791	23.2833	18	-	-	-	21	3
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp54	NC_011877.1	CP001318	58.069	26.5477	60	-	-	-	69	9
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp36	NZ_CP001314.1	-	35.446	23.8052	14	-	-	-	23	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp17	NZ_CP001315.1	-	22.433	24.1385	16	-	-	-	18	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp28-1	NZ_CP001316.1	-	27.689	33.5657	28	-	-	-	30	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp25	NZ_CP001317.1	-	25.791	23.2833	19	-	-	-	21	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp54	NZ_CP001318.1	-	58.069	26.5477	60	-	-	-	67	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_cp26	NZ_CP001319.1	-	26.994	25.8057	26	-	-	-	26	-
Borreliella garinii Far04	Bacteria	Spirochaetes	Spirochaetia	Far04_lp32-10	NZ_CP001320.1	-	41.906	27.3684	23	-	-	-	56	-
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_cp26	NC_011840.1	CP001305	27.04	25.8284	26	-	-	-	26	-
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_cp32-10	NC_011842.1	CP001306	34.837	27.821	20	-	-	-	44	24
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_cp32-5	NC_011848.1	CP001303	29.694	29.2079	41	-	-	-	41	-
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp28-1	NC_011854.1	CP001310	38.262	28.033	40	-	-	-	42	2
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp28-7	NC_011855.1	CP001311	27.006	32.041	29	-	-	-	32	3
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp25	NC_011856.1	CP001301	32.543	23.5258	22	-	-	-	31	9
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp36	NC_011857.1	CP001302	36.709	25.8956	20	-	-	-	35	15
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp28-3	NC_011858.1	CP001307	17.609	31.1829	14	-	-	-	19	5
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp54	NC_011859.1	CP001308	56.869	26.5329	66	-	-	-	69	3
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp28-4	NC_011860.1	CP001304	40.28	24.3918	27	-	-	-	36	9
Borreliella garinii PBr	Bacteria	Spirochaetes	Spirochaetia	PBr_lp17	NC_011861.1	CP001309	20.872	24.3197	19	-	-	-	20	1
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_cp26	NC_012132.1	CP001467	26.217	25.7886	26	-	-	-	26	-
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp54	NC_012164.1	CP001469	56.055	27.0627	68	-	-	-	68	-
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp28-4	NC_012173.1	CP001470	30.185	24.648	18	-	-	-	35	17
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp38	NC_012176.1	CP001464	20.932	23.6002	13	-	-	-	25	12
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp28-8	NC_012181.1	CP001465	24.828	30.0387	19	-	-	-	24	5
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp28-3	NC_012183.1	CP001471	28.035	24.5372	12	-	-	-	25	13
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp36	NC_012190.1	CP001466	29.429	23.4565	13	-	-	-	25	12
Borreliella spielmanii A14S	Bacteria	Spirochaetes	Spirochaetia	A14S_lp17	NC_012200.1	CP001468	25.308	24.0161	23	-	-	-	28	5
Borreliella valaisiana Tom4006	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP009118.1	CP009118	26.565	25.6955	25	-	-	-	26	1
Borreliella valaisiana Tom4006	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP009119.1	CP009119	53.97	27.4486	64	-	-	-	66	2
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_cp32-5	NC_012128.1	CP001441	23.419	28.5665	24	-	-	-	33	9
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_cp26	NC_012129.1	CP001432	26.875	25.6781	25	-	-	-	26	1
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_cp9	NC_012130.1	CP001438	9.474	23.4326	9	-	-	-	11	2
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_cp32-2-7	NC_012131.1	CP001434	27.367	25.5088	15	-	-	-	32	17
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_cp32-10	NC_012133.1	CP001435	27.732	28.505	38	-	-	-	38	-
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp25	NC_012166.1	CP001437	32.795	24.4397	23	-	-	-	36	13
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp28-8	NC_012169.1	CP001442	18.022	26.0404	16	-	-	-	18	2
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp54	NC_012177.1	CP001433	53.953	27.4406	64	-	-	-	66	2
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp17	NC_012180.1	CP001439	20.024	23.2321	17	-	-	-	20	3
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp28-3	NC_012185.1	CP001440	81.995	25.0564	47	-	-	-	86	39
Borreliella valaisiana VS116	Bacteria	Spirochaetes	Spirochaetia	VS116_lp36	NC_012204.1	CP001436	23.914	24.4501	11	-	-	-	20	9
Bosea sp. AS-1	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP022370.1	CP022370	189.99	63.2549	170	-	-	-	200	30
Bosea sp. AS-1	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	NZ_CP022371.1	CP022371	112.144	66.8899	98	-	-	-	127	29
Bosea sp. PAMC 26642	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP014302.1	CP014302	7.199	66.3842	6	-	-	-	9	3
Bosea sp. RAC05	Bacteria	Proteobacteria	Alphaproteobacteria	pBSY19_1	NZ_CP016463.1	CP016463	708.738	62.4009	685	-	24	1	714	4
Bosea vaviloviae	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP017148.1	CP017148	339.755	62.8897	307	-	-	-	327	20
Brachybacterium sp. VR2415	Bacteria	Terrabacteria group	Actinobacteria	unnamed1	NZ_CP022317.1	CP022317	61.637	68.3421	75	-	-	-	75	-
Brachybacterium sp. VR2415	Bacteria	Terrabacteria group	Actinobacteria	unnamed2	NZ_CP022318.1	CP022318	47.134	69.0245	43	-	1	-	46	2
Brachyspira hyodysenteriae	Bacteria	Spirochaetes	Spirochaetia	pBH718	NZ_CP019601.1	CP019601	36.316	22.3813	23	-	-	-	35	12
Brachyspira hyodysenteriae ATCC 27164	Bacteria	Spirochaetes	Spirochaetia	pBhyoB78	NZ_CP016085.2	CP016085	32.598	22.4676	30	-	-	-	30	-
Brachyspira hyodysenteriae WA1	Bacteria	Spirochaetes	Spirochaetia	pBHWA1	NC_012226.1	CP001360	35.94	21.8225	32	-	-	-	33	1
Brachyspira intermedia PWS/A	Bacteria	Spirochaetes	Spirochaetia	pInt	NC_017242.1	CP002875	3.26	21.0123	2	-	-	-	2	-
Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	Alphaproteobacteria	pNK6a	NZ_AP014659.1	AP014659	212.255	61.0907	140	-	1	-	224	83
Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	Alphaproteobacteria	pNK6b	NZ_AP014686.1	AP014686	210.438	61.5659	133	-	-	-	211	78
Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	Alphaproteobacteria	pNK6c	NZ_AP014687.1	AP014687	136.288	61.1308	109	-	2	-	150	39
Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	Alphaproteobacteria	pNK6d	NZ_AP014688.1	AP014688	136.153	61.663	94	-	-	-	144	50
